aac85a07-80a4-4431-a483-1f8fd2b5f9d4,CNY,JPY,18.173724,2022-03-05,2026-04-28 01:30:05.930045+09
92f75ea1-188e-4a94-aca9-7cc839bce6db,JPY,CNY,0.045391,2024-06-27,2026-04-28 00:54:23.727237+09
05f1928f-19b2-4acc-91b9-f12f1e2bd309,JPY,USD,0.006231,2024-06-27,2026-04-28 00:54:23.727237+09
d74c3afd-710b-4b9e-8787-32fb470eb5e1,JPY,CNY,0.045375,2024-06-28,2026-04-28 00:54:23.728377+09
6e9419ff-f131-4159-8bb9-cf209bb59d9f,JPY,USD,0.006225,2024-06-28,2026-04-28 00:54:23.728377+09
d5e4469e-8c17-42c6-9cca-eb8f0f5d3377,JPY,CNY,0.045329,2024-06-29,2026-04-28 00:54:23.729804+09
54cedc9b-b6d4-46a6-9ab8-92201ed0b781,JPY,USD,0.006217,2024-06-29,2026-04-28 00:54:23.729804+09
06b719b7-0b56-4517-9a2d-0deec629fb8e,JPY,CNY,0.045322,2024-06-30,2026-04-28 00:54:23.730592+09
fe18c66a-653d-4a03-867f-417c90de472a,JPY,USD,0.006219,2024-06-30,2026-04-28 00:54:23.730592+09
bb5cc266-bc2d-4d96-af34-92b18890f33a,JPY,CNY,0.045335,2024-07-01,2026-04-28 00:54:23.731472+09
af518f4f-62af-4385-976b-75fc74067a13,JPY,USD,0.006213,2024-07-01,2026-04-28 00:54:23.731472+09
36e079a8-a6d4-4d5b-a10e-5c371455e9a5,JPY,CNY,0.045203,2024-07-02,2026-04-28 00:54:23.732473+09
e41128a9-9d7c-4335-92e8-acda235f9c58,JPY,USD,0.006198,2024-07-02,2026-04-28 00:54:23.732473+09
47d10192-70a2-45fe-ab13-3bb07d722be3,JPY,CNY,0.045117,2024-07-03,2026-04-28 00:54:23.733844+09
bd6e500d-f1f6-4520-a50e-cf9adeeb5c07,JPY,USD,0.006192,2024-07-03,2026-04-28 00:54:23.733844+09
6c845d2c-6f03-4be7-9c47-d44327385cd1,JPY,CNY,0.045086,2024-07-04,2026-04-28 00:54:23.735192+09
0793b355-9c5a-4812-96cf-797941c73b94,JPY,USD,0.006187,2024-07-04,2026-04-28 00:54:23.735192+09
6f19999c-87e3-48c7-a35b-c5105a737ed0,JPY,CNY,0.045184,2024-07-05,2026-04-28 00:54:23.736304+09
6eba70c0-642e-4069-b59b-7260d5734e6a,JPY,USD,0.006203,2024-07-05,2026-04-28 00:54:23.736304+09
121513c9-8f7a-432c-98eb-9991d3c9ec9a,JPY,CNY,0.045285,2024-07-06,2026-04-28 00:54:23.737294+09
2e19b2f3-eace-48e1-a787-2e3d3deeb35e,JPY,USD,0.006216,2024-07-06,2026-04-28 00:54:23.737294+09
a4c70730-f488-4e0b-abe6-5bd7b8d07412,JPY,CNY,0.045275,2024-07-07,2026-04-28 00:54:23.738118+09
c3b11a2d-bbfb-4eef-8ffd-65cd7c587f25,JPY,USD,0.006216,2024-07-07,2026-04-28 00:54:23.738118+09
08e6d362-1259-4932-b4d5-779a790f497d,JPY,CNY,0.045335,2024-07-08,2026-04-28 00:54:23.738928+09
776a3626-f49c-4917-b95c-03d32e549e2c,JPY,USD,0.006218,2024-07-08,2026-04-28 00:54:23.738928+09
d9459dbe-33e4-40b2-a966-f71ff907de06,JPY,CNY,0.045272,2024-07-09,2026-04-28 00:54:23.739962+09
a395a962-4a45-4924-ad35-2b433fffe0d0,JPY,USD,0.006220,2024-07-09,2026-04-28 00:54:23.739962+09
8466c571-2ad7-4d31-ac74-0a6b591144d0,JPY,CNY,0.045182,2024-07-10,2026-04-28 00:54:23.741149+09
bc688e24-e6f0-49dc-b507-1552719f545b,JPY,USD,0.006203,2024-07-10,2026-04-28 00:54:23.741149+09
c89a380a-8aed-419c-a692-0bbf3e990626,JPY,CNY,0.045099,2024-07-11,2026-04-28 00:54:23.742767+09
3ff3337e-a1f4-4d9a-8847-b7b5c3e64a40,JPY,USD,0.006188,2024-07-11,2026-04-28 00:54:23.742767+09
5a1372a7-dd5c-4a15-8c86-23b2753d1ab6,JPY,CNY,0.045462,2024-07-12,2026-04-28 00:54:23.744973+09
603eae2d-f436-4451-977b-826d8173d4aa,JPY,USD,0.006274,2024-07-12,2026-04-28 00:54:23.744973+09
167b3a82-b84c-4d4e-9845-34ea1c9b931f,JPY,CNY,0.045902,2024-07-13,2026-04-28 00:54:23.745931+09
2e73ebea-2746-470b-b160-a9d55c12a105,JPY,USD,0.006322,2024-07-13,2026-04-28 00:54:23.745931+09
5d6c9183-c332-4d7c-8f58-ad518ebae6d3,JPY,CNY,0.045899,2024-07-14,2026-04-28 00:54:23.746905+09
0f9f63c8-5b2e-4112-a4cd-95d1767e8571,JPY,USD,0.006321,2024-07-14,2026-04-28 00:54:23.746905+09
139c2247-6e0d-449a-9670-a5725193554e,JPY,CNY,0.045963,2024-07-15,2026-04-28 00:54:23.748393+09
3cf87994-fe44-42b8-9ed4-2b3f6f4fd93c,JPY,USD,0.006315,2024-07-15,2026-04-28 00:54:23.748393+09
ea7543a6-2db3-43e6-95e5-caf3ec66abdd,JPY,CNY,0.046012,2024-07-16,2026-04-28 00:54:23.749649+09
fc80abcf-2c46-4877-860a-c345e37c4cb3,JPY,USD,0.006329,2024-07-16,2026-04-28 00:54:23.749649+09
9b9cbfff-baf5-4bf7-998a-057322e1be45,JPY,CNY,0.045951,2024-07-17,2026-04-28 00:54:23.75063+09
e631bc4a-39df-4975-98a2-df64e6a5173f,JPY,USD,0.006313,2024-07-17,2026-04-28 00:54:23.75063+09
55964428-7248-4b98-bbcc-0f47714db1fa,JPY,CNY,0.046435,2024-07-18,2026-04-28 00:54:23.751535+09
21bd6325-88c8-45e1-8867-e8010b9d131c,JPY,USD,0.006397,2024-07-18,2026-04-28 00:54:23.751535+09
e0ed34e0-6aca-4c9a-ba9b-2ebd2ce3a429,JPY,CNY,0.046355,2024-07-19,2026-04-28 00:54:23.752699+09
ec7e5ddc-dd79-48bf-a8b3-63cadce0fbcc,JPY,USD,0.006371,2024-07-19,2026-04-28 00:54:23.752699+09
3103e1cd-ba36-4e44-bae6-bbf202ab1d9c,JPY,CNY,0.046246,2024-07-20,2026-04-28 00:54:23.753614+09
7c309bb0-055e-4abd-9e13-a512d4a88086,JPY,USD,0.006351,2024-07-20,2026-04-28 00:54:23.753614+09
7e58b770-e6a8-42e4-a955-05ef813d451d,JPY,CNY,0.046256,2024-07-21,2026-04-28 00:54:23.754709+09
a2a587b0-74c1-48b3-bfaf-50603061ae99,JPY,USD,0.006353,2024-07-21,2026-04-28 00:54:23.754709+09
d2b3303d-79a5-4748-a856-2a4d63a99d01,JPY,CNY,0.046248,2024-07-22,2026-04-28 00:54:23.755749+09
7f3ec8d7-a084-4d5b-af88-814e8297976d,JPY,USD,0.006349,2024-07-22,2026-04-28 00:54:23.755749+09
48b155d6-2e46-4b0b-8352-0bb05ff25006,JPY,CNY,0.046403,2024-07-23,2026-04-28 00:54:23.756961+09
abecf6c2-728f-476d-b53f-441183e0f57f,JPY,USD,0.006369,2024-07-23,2026-04-28 00:54:23.756961+09
d36fe831-ae0b-4251-a4d7-8dab519d551c,JPY,CNY,0.046700,2024-07-24,2026-04-28 00:54:23.758048+09
79efa5f5-afc6-4282-a0b0-b5237e4f2c23,JPY,USD,0.006414,2024-07-24,2026-04-28 00:54:23.758048+09
756430eb-3df9-4f4c-94bb-e6c52bcdf742,JPY,CNY,0.047179,2024-07-25,2026-04-28 00:54:23.759041+09
fe531bf1-235c-4ebb-bc96-d30f9af47637,JPY,USD,0.006497,2024-07-25,2026-04-28 00:54:23.759041+09
fa048377-77e6-40a5-a940-d48faacfef2b,JPY,CNY,0.047207,2024-07-26,2026-04-28 00:54:23.760475+09
fd2bbaf1-bc10-4350-b007-6d3a37c25432,JPY,USD,0.006517,2024-07-26,2026-04-28 00:54:23.760475+09
3d854f2e-949c-4c31-87f7-73779c857257,JPY,CNY,0.047153,2024-07-27,2026-04-28 00:54:23.7616+09
5bb27138-7eef-4042-bb1c-f594a02e510b,JPY,USD,0.006497,2024-07-27,2026-04-28 00:54:23.7616+09
81c06158-ce54-4408-981c-ad7c8ef6adde,JPY,CNY,0.047153,2024-07-28,2026-04-28 00:54:23.762899+09
a893b273-4a27-4747-84a5-1bb55dfea868,JPY,USD,0.006501,2024-07-28,2026-04-28 00:54:23.762899+09
c5413295-fa67-4b40-83c9-498170bffbc1,JPY,CNY,0.047196,2024-07-29,2026-04-28 00:54:23.763947+09
53ff3514-677e-45d2-b95c-5241db865f3c,JPY,USD,0.006491,2024-07-29,2026-04-28 00:54:23.763947+09
a18de8d6-f2e5-4c3d-8eca-f8d2dd36c183,JPY,CNY,0.047198,2024-07-30,2026-04-28 00:54:23.764857+09
d5ba10de-2799-47cd-ad4f-55748a408bad,JPY,USD,0.006498,2024-07-30,2026-04-28 00:54:23.764857+09
e567c873-5dc3-4867-a060-134de03dd6af,JPY,CNY,0.047152,2024-07-31,2026-04-28 00:54:23.765603+09
e048d8e8-6417-4d0d-85af-12e7d64453a3,JPY,USD,0.006516,2024-07-31,2026-04-28 00:54:23.765603+09
033ab975-1336-4d45-bc43-381b9711b429,JPY,CNY,0.048055,2024-08-01,2026-04-28 00:54:23.76649+09
4afc0d88-5a4e-4192-9ccb-320754d00711,JPY,USD,0.006655,2024-08-01,2026-04-28 00:54:23.76649+09
76d97bb4-4480-4a2c-908f-5ff70401143b,JPY,CNY,0.048402,2024-08-02,2026-04-28 00:54:23.767713+09
031944b2-1216-4864-9519-4b03b710ecd2,JPY,USD,0.006685,2024-08-02,2026-04-28 00:54:23.767713+09
1c496b1b-de20-4ae0-86c8-7c844f5c1341,JPY,CNY,0.048679,2024-08-03,2026-04-28 00:54:23.768764+09
65016f30-e3d8-4b68-828c-fd07b38e8a0d,JPY,USD,0.006793,2024-08-03,2026-04-28 00:54:23.768764+09
bea3d031-4364-4e78-b783-1d6cc930704a,JPY,CNY,0.048645,2024-08-04,2026-04-28 00:54:23.769919+09
2e5d726f-18b0-4363-aba1-c2b41980d92c,JPY,USD,0.006788,2024-08-04,2026-04-28 00:54:23.769919+09
abc8c44a-13cc-43c9-97f7-55013a9fd270,JPY,CNY,0.048785,2024-08-05,2026-04-28 00:54:23.771149+09
bbb7ef07-77b4-4846-b85e-123bffb8e84b,JPY,USD,0.006821,2024-08-05,2026-04-28 00:54:23.771149+09
d0f9d783-e022-4c4c-b96f-cfdfef2f20e8,JPY,CNY,0.049692,2024-08-06,2026-04-28 00:54:23.772083+09
26a4ee7e-9cf1-4199-b6ea-c6058c46f22c,JPY,USD,0.006953,2024-08-06,2026-04-28 00:54:23.772083+09
a2cbe341-7638-48d8-be8e-4bc0a72d2842,JPY,CNY,0.049398,2024-08-07,2026-04-28 00:54:23.773025+09
a2ebb6ae-aa4a-499f-87d8-f20949ff0ca4,JPY,USD,0.006907,2024-08-07,2026-04-28 00:54:23.773025+09
6615f6b6-6240-4af7-80ae-c3f02e6ebf85,JPY,CNY,0.048884,2024-08-08,2026-04-28 00:54:23.774322+09
af4a9b6b-b730-470e-9461-c3e7ce870117,JPY,USD,0.006822,2024-08-08,2026-04-28 00:54:23.774322+09
e516ee6f-f2b6-4276-bca0-ccd325ee1065,JPY,CNY,0.048845,2024-08-09,2026-04-28 00:54:23.775874+09
01afe3b4-309f-429c-beaf-1ad3fe014485,JPY,USD,0.006802,2024-08-09,2026-04-28 00:54:23.775874+09
be5c8746-3eea-4a06-b303-cb33cc04ab63,JPY,CNY,0.048896,2024-08-10,2026-04-28 00:54:23.777297+09
19898f72-366b-48ee-90a2-93a58b3fd8f8,JPY,USD,0.006812,2024-08-10,2026-04-28 00:54:23.777297+09
8a4649b9-be61-4e05-a356-413ea2910f55,JPY,CNY,0.048893,2024-08-11,2026-04-28 00:54:23.77833+09
56166cae-563d-4bdd-a7ea-175f8fca949d,JPY,USD,0.006813,2024-08-11,2026-04-28 00:54:23.77833+09
78c9d7bf-bc03-4025-92b8-4d37ccd9dca6,JPY,CNY,0.048767,2024-08-12,2026-04-28 00:54:23.77938+09
b0eae667-1fe5-442d-96fe-156f796694af,JPY,USD,0.006806,2024-08-12,2026-04-28 00:54:23.77938+09
7cd6ba81-5fe9-497e-9fc1-9c7997974891,JPY,CNY,0.048736,2024-08-13,2026-04-28 00:54:23.780271+09
55e264b0-b2f5-432a-91d2-58b5916dcedd,JPY,USD,0.006791,2024-08-13,2026-04-28 00:54:23.780271+09
14d27f10-aa15-490b-93f2-b96ba1c49abb,JPY,CNY,0.048653,2024-08-14,2026-04-28 00:54:23.781376+09
b19fa587-7d91-4291-bd5c-b7bcff0c4c29,JPY,USD,0.006806,2024-08-14,2026-04-28 00:54:23.781376+09
69d86747-2a70-44d4-907f-24aef0be1324,JPY,CNY,0.048556,2024-08-15,2026-04-28 00:54:23.782275+09
a866a9d1-2a12-4750-94b2-1b66c16b2298,JPY,USD,0.006796,2024-08-15,2026-04-28 00:54:23.782275+09
649698e8-c89b-4ec6-8658-0d80d701bbb6,JPY,CNY,0.048296,2024-08-16,2026-04-28 00:54:23.783453+09
10c9f917-5b73-44cd-b593-79859be347af,JPY,USD,0.006727,2024-08-16,2026-04-28 00:54:23.783453+09
600bcd1a-263e-4be8-b414-187be742e3b1,JPY,CNY,0.048426,2024-08-17,2026-04-28 00:54:23.78472+09
8d6014ff-1536-4eae-97aa-bf7fc773aab4,JPY,USD,0.006760,2024-08-17,2026-04-28 00:54:23.78472+09
55efc0b4-f67a-429e-b7f6-6e08f3069cb1,JPY,CNY,0.048425,2024-08-18,2026-04-28 00:54:23.785835+09
3f0d2a38-edf5-4700-8705-d636c6955907,JPY,USD,0.006759,2024-08-18,2026-04-28 00:54:23.785835+09
3ce5ccb9-6444-4e2b-a77e-f10d38d6aed2,JPY,CNY,0.048448,2024-08-19,2026-04-28 00:54:23.78689+09
8be558f6-abe8-4dd4-bd0e-dd5af06f6d66,JPY,USD,0.006757,2024-08-19,2026-04-28 00:54:23.78689+09
9f52e1fe-2542-4218-ae49-10a690c2cdf9,JPY,CNY,0.048727,2024-08-20,2026-04-28 00:54:23.788049+09
3560788e-811e-4a4d-abac-a4c94f78de26,JPY,USD,0.006826,2024-08-20,2026-04-28 00:54:23.788049+09
5f0711cb-96f5-45b4-91f2-9c7b009e0d8d,JPY,CNY,0.048902,2024-08-21,2026-04-28 00:54:23.788921+09
93a6b0b3-37ac-4dd0-a671-97a476970a71,JPY,USD,0.006872,2024-08-21,2026-04-28 00:54:23.788921+09
786f2802-7344-44c2-b153-caa5e8e208b1,JPY,CNY,0.049061,2024-08-22,2026-04-28 00:54:23.790206+09
514d59be-793f-4943-a15f-6f19271b2e97,JPY,USD,0.006885,2024-08-22,2026-04-28 00:54:23.790206+09
c7c624d8-b86c-440b-a709-80ccb5793169,JPY,CNY,0.048906,2024-08-23,2026-04-28 00:54:23.791607+09
c9169338-fa05-4107-b161-8fb364564526,JPY,USD,0.006846,2024-08-23,2026-04-28 00:54:23.791607+09
0793e6ca-4b38-4e56-907b-f5c5af6491b1,JPY,CNY,0.049084,2024-08-24,2026-04-28 00:54:23.792619+09
5ef503f9-54bc-474b-ac67-bfb6f98affdd,JPY,USD,0.006901,2024-08-24,2026-04-28 00:54:23.792619+09
44a13c2b-e99e-4c97-9f81-c3da13be976c,JPY,CNY,0.049070,2024-08-25,2026-04-28 00:54:23.793654+09
a2e85468-42a1-44a9-a91e-63665f85b3e6,JPY,USD,0.006895,2024-08-25,2026-04-28 00:54:23.793654+09
963ff960-061b-4771-a83e-cef49928da51,JPY,CNY,0.049206,2024-08-26,2026-04-28 00:54:23.794607+09
7c137336-3f20-437c-adc9-fcc2ab06fa71,JPY,USD,0.006929,2024-08-26,2026-04-28 00:54:23.794607+09
e7670501-ed34-42ce-9b49-e896dda6e552,JPY,CNY,0.049374,2024-08-27,2026-04-28 00:54:23.79549+09
af9f7a62-9893-43d6-949b-0e32ec004e63,JPY,USD,0.006931,2024-08-27,2026-04-28 00:54:23.79549+09
947fc42f-10ba-434a-ad8f-dba7b4fa7606,JPY,CNY,0.049412,2024-08-28,2026-04-28 00:54:23.796439+09
383c14d9-58d1-4522-99fb-7e0478ebe946,JPY,USD,0.006938,2024-08-28,2026-04-28 00:54:23.796439+09
d58d20e9-2465-49bb-a821-826f18f5807b,JPY,CNY,0.049332,2024-08-29,2026-04-28 00:54:23.797397+09
d99027dd-6774-41d5-ae63-359938aae779,JPY,USD,0.006920,2024-08-29,2026-04-28 00:54:23.797397+09
b092cac5-dcf9-473a-94fd-2ac84c04f4db,JPY,CNY,0.048991,2024-08-30,2026-04-28 00:54:23.798455+09
d8d2497d-acfa-4803-997c-bfad845b5c08,JPY,USD,0.006903,2024-08-30,2026-04-28 00:54:23.798455+09
b375d337-6163-4039-b3a8-586d8ab3765b,JPY,CNY,0.048631,2024-08-31,2026-04-28 00:54:23.79953+09
5af7adce-b4a0-43fd-ab28-abcda70ef3d3,JPY,USD,0.006858,2024-08-31,2026-04-28 00:54:23.79953+09
ce1b86ab-0aa0-4d72-bf80-2483c32af8ba,JPY,CNY,0.048663,2024-09-01,2026-04-28 00:54:23.800482+09
98b9c077-1af3-4392-87aa-de090693a962,JPY,USD,0.006863,2024-09-01,2026-04-28 00:54:23.800482+09
4c800607-8e8b-43d3-8331-76cf19c1b5c6,JPY,CNY,0.048523,2024-09-02,2026-04-28 00:54:23.801298+09
57c13a63-98ea-4911-95ba-1f815b6b7e2a,JPY,USD,0.006839,2024-09-02,2026-04-28 00:54:23.801298+09
4f25b268-e9b4-4def-b3b8-f5109162350e,JPY,CNY,0.048454,2024-09-03,2026-04-28 00:54:23.802223+09
5a1733f9-c9ec-45b1-a93e-f3348aa919cc,JPY,USD,0.006811,2024-09-03,2026-04-28 00:54:23.802223+09
3a99aefc-e49d-454e-a973-a42296eb6242,JPY,CNY,0.048886,2024-09-04,2026-04-28 00:54:23.803092+09
d2df361a-cc62-41cb-a915-382a3669bf14,JPY,USD,0.006870,2024-09-04,2026-04-28 00:54:23.803092+09
578ea071-f746-4e77-ac3b-4e939cad8537,JPY,CNY,0.049213,2024-09-05,2026-04-28 00:54:23.804252+09
bddff295-8e77-44c8-92d6-c2662e606d5b,JPY,USD,0.006935,2024-09-05,2026-04-28 00:54:23.804252+09
ad20bf44-eb83-4701-85ef-21eeaa8e9149,JPY,CNY,0.049420,2024-09-06,2026-04-28 00:54:23.805449+09
41bf447b-7a8c-4bef-9006-97ae47166085,JPY,USD,0.006969,2024-09-06,2026-04-28 00:54:23.805449+09
7c721e74-ea8c-46cc-8460-8722d7357464,JPY,CNY,0.049708,2024-09-07,2026-04-28 00:54:23.806536+09
dd327bea-cb64-4959-a081-656a4d7d65d4,JPY,USD,0.007015,2024-09-07,2026-04-28 00:54:23.806536+09
ba28ce78-07d5-41f0-9e9f-5a7efaff81b9,JPY,CNY,0.049711,2024-09-08,2026-04-28 00:54:23.807276+09
be68e68e-704f-4dc3-bf2c-98904ebc9ab6,JPY,USD,0.007017,2024-09-08,2026-04-28 00:54:23.807276+09
c7327c8b-2f94-4013-a301-965af87233d4,JPY,CNY,0.049858,2024-09-09,2026-04-28 00:54:23.808362+09
c7f1452c-c51b-43fd-b909-55a7d1776212,JPY,USD,0.007022,2024-09-09,2026-04-28 00:54:23.808362+09
0a8644bf-c71e-468e-8990-e33b4baa3e98,JPY,CNY,0.049748,2024-09-10,2026-04-28 00:54:23.809508+09
f7e0373e-54fa-4d04-abb2-baedfbce0ee9,JPY,USD,0.006991,2024-09-10,2026-04-28 00:54:23.809508+09
e1679320-7cbc-4dc0-8957-bd0cc4e7c17d,JPY,CNY,0.049959,2024-09-11,2026-04-28 00:54:23.810537+09
97adbc84-8fe9-4f8b-9ef3-564c672edfad,JPY,USD,0.007016,2024-09-11,2026-04-28 00:54:23.810537+09
112d19f8-da13-4b7b-b2e2-bbc50b0c2156,JPY,CNY,0.050164,2024-09-12,2026-04-28 00:54:23.811534+09
04874ac3-0881-4b37-864b-5f8721144488,JPY,USD,0.007036,2024-09-12,2026-04-28 00:54:23.811534+09
55f77aa2-25b9-4ab0-b689-240189adc5ec,JPY,CNY,0.050091,2024-09-13,2026-04-28 00:54:23.812872+09
9e7694ca-b447-4bef-bac9-5666a06bf6ab,JPY,USD,0.007040,2024-09-13,2026-04-28 00:54:23.812872+09
2defd724-140c-40e5-9cb0-0f29980293c4,JPY,CNY,0.050389,2024-09-14,2026-04-28 00:54:23.813961+09
4f04c24b-c501-4fb5-9edd-9c623aec6f2f,JPY,USD,0.007095,2024-09-14,2026-04-28 00:54:23.813961+09
e1c07b04-0eea-40b0-a83b-8b505f6cc8e9,JPY,CNY,0.050393,2024-09-15,2026-04-28 00:54:23.815001+09
86ee3670-add3-4b47-9814-c48f786d52fe,JPY,USD,0.007096,2024-09-15,2026-04-28 00:54:23.815001+09
0ed42389-b732-48ac-8fef-f1f4c8a011ef,JPY,CNY,0.050382,2024-09-16,2026-04-28 00:54:23.816127+09
3d94a748-79fd-4e9d-86ee-596f69d64db5,JPY,USD,0.007094,2024-09-16,2026-04-28 00:54:23.816127+09
6bf6edfe-1611-4095-b5b3-655d02761455,JPY,CNY,0.050495,2024-09-17,2026-04-28 00:54:23.817011+09
2805df18-1206-469a-890e-3a833ed8b6eb,JPY,USD,0.007112,2024-09-17,2026-04-28 00:54:23.817011+09
afcc95ba-eacc-4ac8-a4ef-0feede15ecfd,JPY,CNY,0.050143,2024-09-18,2026-04-28 00:54:23.818137+09
1653d5bc-4f49-4779-9f1d-9a526694659b,JPY,USD,0.007059,2024-09-18,2026-04-28 00:54:23.818137+09
1e8cc4a7-4d28-4d0d-af2d-ffffbc9af42e,JPY,CNY,0.049918,2024-09-19,2026-04-28 00:54:23.819194+09
479219c2-47e5-4a11-a199-095b0f022e76,JPY,USD,0.007037,2024-09-19,2026-04-28 00:54:23.819194+09
6f34b6f8-d106-4be3-b9d5-919a20c25300,JPY,CNY,0.049506,2024-09-20,2026-04-28 00:54:23.819946+09
440ae40f-daa6-495c-9482-349862ee2dde,JPY,USD,0.007004,2024-09-20,2026-04-28 00:54:23.819946+09
79d8323a-1fde-447b-9ce6-6679ccb9112c,JPY,CNY,0.048950,2024-09-21,2026-04-28 00:54:23.820705+09
558fcdaa-47e2-4890-b53f-29f475fb5ae4,JPY,USD,0.006946,2024-09-21,2026-04-28 00:54:23.820705+09
5cbb2c45-05bd-42a2-93af-30a136bc0be1,JPY,CNY,0.048944,2024-09-22,2026-04-28 00:54:23.821973+09
e6bd0ddd-153a-4382-9848-b11b4a93900f,JPY,USD,0.006947,2024-09-22,2026-04-28 00:54:23.821973+09
7ca71e7d-7bff-4864-b14e-518a7f53c442,JPY,CNY,0.048949,2024-09-23,2026-04-28 00:54:23.823248+09
b45a226c-cc01-462d-aec9-29d0e1c05b1c,JPY,USD,0.006944,2024-09-23,2026-04-28 00:54:23.823248+09
e48554cb-2b96-4f10-8e39-746326ba682a,JPY,CNY,0.049137,2024-09-24,2026-04-28 00:54:23.824341+09
e8633a15-66a4-4b32-86e0-f711fcb72154,JPY,USD,0.006965,2024-09-24,2026-04-28 00:54:23.824341+09
9802b5a3-9048-4acd-8575-ee0122df725a,JPY,CNY,0.048941,2024-09-25,2026-04-28 00:54:23.825517+09
f4140489-abcc-4c71-8c5f-e91e4d093f3d,JPY,USD,0.006972,2024-09-25,2026-04-28 00:54:23.825517+09
235b29c8-19b1-468e-b76b-03ac40fbf93a,JPY,CNY,0.048695,2024-09-26,2026-04-28 00:54:23.826871+09
a91078dc-5e51-440f-a076-408a686a6f64,JPY,USD,0.006922,2024-09-26,2026-04-28 00:54:23.826871+09
c04e73f8-cb24-43aa-94ec-57d03c16b623,JPY,CNY,0.048380,2024-09-27,2026-04-28 00:54:23.827933+09
3c7bbb36-e7d8-4a4f-b02a-5d9227a8bcc5,JPY,USD,0.006906,2024-09-27,2026-04-28 00:54:23.827933+09
7478a5e1-a65e-414b-b161-37413aaecce4,JPY,CNY,0.049063,2024-09-28,2026-04-28 00:54:23.829121+09
872e131b-7fe4-4dff-a6c9-a7a653597e46,JPY,USD,0.007007,2024-09-28,2026-04-28 00:54:23.829121+09
a1a0ec7c-214b-4642-819c-4c07bbd9b137,JPY,CNY,0.049048,2024-09-29,2026-04-28 00:54:23.830244+09
ec4894ce-abc2-4f38-980d-de6e6f37c288,JPY,USD,0.007003,2024-09-29,2026-04-28 00:54:23.830244+09
e3b3ae42-e5fb-43e2-b133-70a430a1b7a3,JPY,CNY,0.048971,2024-09-30,2026-04-28 00:54:23.831478+09
56cf8a57-a679-4fa3-a0af-2b5ec98ec092,JPY,USD,0.007001,2024-09-30,2026-04-28 00:54:23.831478+09
a3554db1-6f31-4a49-b9ba-cf58d739fd4a,JPY,CNY,0.048984,2024-10-01,2026-04-28 00:54:23.832683+09
5742d161-f4ea-44c0-80c4-43bb10528514,JPY,USD,0.006980,2024-10-01,2026-04-28 00:54:23.832683+09
5082af69-2a63-42ea-9225-cff03e41e9a8,JPY,CNY,0.048933,2024-10-02,2026-04-28 00:54:23.833823+09
d92c77a5-19c4-40da-8099-bdaa43f21975,JPY,USD,0.006966,2024-10-02,2026-04-28 00:54:23.833823+09
225cbeaf-1e90-4023-8f4d-3e84bc273dc0,JPY,CNY,0.048333,2024-10-03,2026-04-28 00:54:23.834838+09
0c2e5112-4e06-46a5-a6c5-dcacb655684e,JPY,USD,0.006855,2024-10-03,2026-04-28 00:54:23.834838+09
f3b94e58-5f89-41d1-b253-baf0eef9abea,JPY,CNY,0.047944,2024-10-04,2026-04-28 00:54:23.835786+09
c4985bee-06d6-43fb-9087-3512a64c5e3e,JPY,USD,0.006812,2024-10-04,2026-04-28 00:54:23.835786+09
b5c70747-5063-4163-ad81-8f692214c1e0,JPY,CNY,0.047697,2024-10-05,2026-04-28 00:54:23.837106+09
3beddbb6-16a2-4b98-a082-509eeb07f06e,JPY,USD,0.006760,2024-10-05,2026-04-28 00:54:23.837106+09
3afb665b-ba0b-43b8-b231-cdacfa349669,JPY,CNY,0.047716,2024-10-06,2026-04-28 00:54:23.838393+09
16cb093f-6c6c-4cdc-ab4d-05edeaa3ed7c,JPY,USD,0.006769,2024-10-06,2026-04-28 00:54:23.838393+09
c04064ed-f463-447a-a545-0f963133f44d,JPY,CNY,0.047649,2024-10-07,2026-04-28 00:54:23.839597+09
dc5c6841-4e47-4b32-9a12-08ef2c85f4ef,JPY,USD,0.006721,2024-10-07,2026-04-28 00:54:23.839597+09
f54a63d4-1dc5-4df3-866b-641357a3944a,JPY,CNY,0.047572,2024-10-08,2026-04-28 00:54:23.84052+09
c21333a1-57a5-4ea5-8feb-bd12588b6f72,JPY,USD,0.006751,2024-10-08,2026-04-28 00:54:23.84052+09
7272fa52-ec2f-4831-8d2a-3513158aab02,JPY,CNY,0.047685,2024-10-09,2026-04-28 00:54:23.841347+09
756307fe-3816-457c-bec5-74f60a460b70,JPY,USD,0.006748,2024-10-09,2026-04-28 00:54:23.841347+09
4af50d53-f1a4-4795-b8b2-25400d193df3,JPY,CNY,0.047528,2024-10-10,2026-04-28 00:54:23.842114+09
b36f7a23-b84c-4df4-96c1-bbcf76351f61,JPY,USD,0.006708,2024-10-10,2026-04-28 00:54:23.842114+09
580af6c7-4f97-4ced-b813-b2f354128fe2,JPY,CNY,0.047601,2024-10-11,2026-04-28 00:54:23.843035+09
0a59e14e-f09b-4849-ba0a-227af57d7bc4,JPY,USD,0.006725,2024-10-11,2026-04-28 00:54:23.843035+09
231e5b38-e1d3-4bb3-8394-156f81b4cee7,JPY,CNY,0.047414,2024-10-12,2026-04-28 00:54:23.844185+09
d3985367-f9a5-4d91-aa8c-284f24efa3b1,JPY,USD,0.006707,2024-10-12,2026-04-28 00:54:23.844185+09
